	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA	sentiment_BREYER	sentiment_GINSBURG	sentiment_KENNEDY	sentiment_ROBERTS	sentiment_SCALIA
02-1580	0	4/28/04	4	4	"""RICHARD VIETH, NORMA JEAN VIETH, AND SUSAN FUREY v. ROBERT C. JUBELIRER, PRESIDENT OF THE PENNSYLVANIA SENATE, et al."""	-21.0	0.0	0.0	0.0	0.0	0.0	4/28/04	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1593	0	3/31/04	3	4	"""BEDROC LIMITED, LLC, AND WESTERN ELITE, INC. v. UNITED STATES et al."""	9.0	0.0	0.0	0.0	0.0	0.0	3/31/04	6	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1603	0	6/24/04	6	4	"""JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. GEORGE E. BANKS"""	-1.0	0.0	0.0	0.0	0.0	0.0	6/24/04	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1606	1	5/17/04	5	4	TENNESSEE STUDENT ASSISTANCE CORPORATION v. PAMELA L. HOOD	-2.0	0.0	0.0	0.0	0.0	0.0	5/17/04	7	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1609	1	6/7/04	6	4	"""CITY OF LITTLETON, COLORADO v. Z. J. GIFTS D-4, L. L. C., A LIMITED LIABILITY COMPANY, DBA CHRISTAL'S"""	-1.0	0.0	0.0	0.0	0.0	0.0	6/7/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1624	1	6/14/04	6	4	"""ELK GROVE UNIFIED SCHOOL DISTRICT AND DAVID W. GORDON, SUPERINTENDENT v. MICHAEL A. NEWDOW et al."""	3.0	0.0	0.0	0.0	0.0	0.0	6/14/04	8	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1632	-1	6/24/04	6	4	"""RALPH HOWARD BLAKELY, JR. v. WASHINGTON"""		0.0	0.0	0.0	0.0	0.0	6/24/04	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1657	0	5/3/04	5	4	"""RANDALL C. SCARBOROUGH v. ANTHONY J. PRINCIPI, SECRETARY OF VETERANS AFFAIRS"""		0.0	0.0	0.0	0.0	0.0	5/3/04	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1667	-1	5/17/04	5	4	TENNESSEE v. GEORGE LANE et al.	10.0	0.0	0.0	0.0	0.0	0.0	5/17/04	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1672	-1	3/29/05	3	5	RODERICK JACKSON v. BIRMINGHAM BOARD OF EDUCATION	-1.0	1.0	0.0	-1.0	0.0	-0.6666666666666666	3/29/05	5	4	1	1.0	0.4810495626822158	-1.0	0.0	-0.2674698795180723	-0.17214285714285715	-0.11613408521303258	0.12402597402597401	0.0	-0.08782883782883785
02-1674	-1	12/10/03	12	3	"""MITCH MCCONNELL, UNITED STATES SENATOR, et al. v. FEDERAL ELECTION COMMISSION, et al."""	27.0	0.0	0.0	0.0	0.0	0.0	12/10/03	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1684	1	6/1/04	6	4	"""MICHAEL YARBOROUGH, WARDEN v. MICHAEL ALVARADO"""	-18.0	0.0	0.0	0.0	0.0	0.0	6/1/04	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1689	0	5/17/04	5	4	"""GRUPO DATAFLUX v. ATLAS GLOBAL GROUP, L. P., et al."""	0.0	0.0	0.0	0.0	0.0	0.0	5/17/04	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1794	0	3/30/04	3	4	UNITED STATES v. MANUEL FLORES-MONTANO		0.0	0.0	0.0	0.0	0.0	3/30/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1809	1	6/14/04	6	4	"""J. ELLIOTT HIBBS, DIRECTOR, ARIZONA DEPARTMENT OF REVENUE v. KATHLEEN M. WINN et al."""	-12.0	0.0	0.0	0.0	0.0	0.0	6/14/04	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-182	-1	6/26/03	6	3	"""GEORGIA v. JOHN ASHCROFT, ATTORNEY GENERAL, et al."""	3.0	0.0	0.0	0.0	0.0	0.0	6/26/03	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1824	1	5/3/04	5	4	"""DOUG DRETKE, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION v. MICHAEL WAYNE HALEY"""	0.0	0.0	0.0	0.0	0.0	0.0	5/3/04	6	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-1845	1	6/21/04	6	4	"""AETNA HEALTH INC., FKA AETNA U.S. HEALTHCARE INC. AND AETNA U.S. HEALTHCARE OF NORTH TEXAS INC. v. JUAN DAVILA"""	-2.0	0.0	0.0	0.0	0.0	0.0	6/21/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-196	0	5/27/03	5	3	NATIONAL PARK HOSPITALITY ASSOCIATION v. DEPARTMENT OF THE INTERIOR et al.	-19.0	0.0	0.0	0.0	0.0	0.0	5/27/03	7	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-215	0	4/7/03	4	3	"""PACIFICARE HEALTH SYSTEMS, INC., et al. v. JEFFREY BOOK et al."""	14.0	0.0	0.0	0.0	0.0	0.0	4/7/03	8	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-241	1	6/23/03	6	3	BARBARA GRUTTER v. LEE BOLLINGER et al.	-9.0	0.0	0.0	0.0	0.0	0.0	6/23/03	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-258	0	4/22/03	4	3	"""SUSAN JINKS v. RICHLAND COUNTY, SOUTH CAROLINA"""	-5.0	0.0	0.0	0.0	0.0	0.0	4/22/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-271	0	6/9/03	6	3	"""DOW CHEMICAL COMPANY, et al. v. DANIEL RAYMOND STEPHENSON et al."""	-9.0	0.0	0.0	0.0	0.0	0.0	6/9/03	8	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-281	1	5/19/03	5	3	"""INYO COUNTY, CALIFORNIA, et al. v. PAIUTE-SHOSHONE INDIANS OF THE BISHOP COMMUNITY OF THE BISHOP COLONY et al."""	0.0	0.0	0.0	0.0	0.0	0.0	5/19/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-299	1	6/2/03	6	3	"""ENTERGY LOUISIANA, INC. v. LOUISIANA PUBLIC SERVICE COMMISSION et al."""	2.0	0.0	0.0	0.0	0.0	0.0	6/2/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-306	1	6/2/03	6	3	"""BENEFICIAL NATIONAL BANK, et al. v. MARIE ANDERSON et al."""	-27.0	0.0	0.0	0.0	0.0	0.0	6/2/03	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-311	-1	6/26/03	6	3	"""KEVIN WIGGINS v. SEWALL SMITH, WARDEN, et al."""	0.0	0.0	0.0	0.0	0.0	0.0	6/26/03	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-337	-1	5/19/03	5	3	"""PHILLIP T. BREUER v. JIM'S CONCRETE OF BREVARD, INC."""	-14.0	0.0	0.0	0.0	0.0	0.0	5/19/03	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-361	0	6/23/03	6	3	"""UNITED STATES, et al. v. AMERICAN LIBRARY ASSOCIATION, INC., et al."""	16.0	0.0	0.0	0.0	0.0	0.0	6/23/03	6	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-371	1	6/16/03	6	3	VIRGINIA v. KEVIN LAMONT HICKS	-6.0	0.0	0.0	0.0	0.0	0.0	6/16/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-403	0	6/16/03	6	3	FEDERAL ELECTION COMMISSION v. CHRISTINE BEAUMONT et al.	13.0	0.0	0.0	0.0	0.0	0.0	6/16/03	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-428	1	6/2/03	6	3	DASTAR CORPORATION v. TWENTIETH CENTURY FOX FILM CORPORATION et al.	9.0	0.0	0.0	0.0	0.0	0.0	6/2/03	8	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-458	1	3/2/04	3	4	"""RAYMOND B. YATES, M.D., P.C. PROFIT SHARING PLAN, AND RAYMOND B. YATES, TRUSTEE v. WILLIAM T. HENDON, TRUSTEE"""	1.0	0.0	0.0	0.0	0.0	0.0	3/2/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-469	0	5/27/03	5	3	THE BLACK & DECKER DISABILITY PLAN v. KENNETH L. NORD	5.0	0.0	0.0	0.0	0.0	0.0	5/27/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-473	0	12/2/03	12	3	UNITED STATES v. LASHAWN LOWELL BANKS	4.0	0.0	0.0	0.0	0.0	0.0	12/2/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-516	1	6/23/03	6	3	JENNIFER GRATZ AND PATRICK HAMACHER v. LEE BOLLINGER et al.	-8.0	0.0	0.0	0.0	0.0	0.0	6/23/03	6	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-524	1	5/19/03	5	3	"""JANETTE PRICE, WARDEN v. DUYONN ANDRE VINCENT"""	15.0	0.0	0.0	0.0	0.0	0.0	5/19/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-572	-1	6/21/04	6	4	"""INTEL CORPORATION v. ADVANCED MICRO DEVICES, INC."""	12.0	0.0	0.0	0.0	0.0	0.0	6/21/04	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-575	1	6/26/03	6	3	"""NIKE, INC., et al. v. MARC KASKY"""	7.0	0.0	0.0	0.0	0.0	0.0	6/26/03	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-626	1	3/23/04	3	4	SOUTH FLORIDA WATER MANAGEMENT DISTRICT v. MICCOSUKEE TRIBE OF INDIANS et al.	-6.0	0.0	0.0	0.0	0.0	0.0	3/23/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-628	1	1/14/04	1	4	"""LINDA FREW, ON BEHALF OF HER DAUGHTER, CARLA FREW, et al. v. ALBERT HAWKINS, COMMISSIONER, TEXAS HEALTH AND HUMAN SERVICES COMMISSION, et al."""	19.0	0.0	0.0	0.0	0.0	0.0	1/14/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-634	0	6/23/03	6	3	"""GREEN TREE FINANCIAL CORP., NKA CONSECO FINANCE CORP. v. LYNN W. BAZZLE et al., IN A REPRESENTATIVE CAPACITY ON BEHALF OF A CLASS AND FOR ALL OTHERS SIMILARLY SITUATED, et al."""	-3.0	0.0	0.0	0.0	0.0	0.0	6/23/03	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-658	0	1/21/04	1	4	ALASKA DEPARTMENT OF ENVIRONMENTAL CONSERVATION v. ENVIRONMENTAL PROTECTION AGENCY et al.	-10.0	0.0	0.0	0.0	0.0	0.0	1/21/04	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-679	1	6/9/03	6	3	"""DESERT PALACE, INC., DBA CAESARS PALACE HOTEL & CASINO v. CATHARINA F. COSTA"""	-20.0	0.0	0.0	0.0	0.0	0.0	6/9/03	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-682	1	1/13/04	1	4	"""VERIZON COMMUNICATIONS INC. v. LAW OFFICES OF CURTIS v. TRINKO, LLP"""	-17.0	0.0	0.0	0.0	0.0	0.0	1/13/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-693	0	1/26/04	1	4	JOHN M. LAMIE v. UNITED STATES TRUSTEE	-3.0	0.0	0.0	0.0	0.0	0.0	1/26/04	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-695	1	6/9/03	6	3	"""MICHAEL FITZGERALD, TREASURER OF IOWA v. RACING ASSOCIATION OF CENTRAL IOWA et al."""	1.0	0.0	0.0	0.0	0.0	0.0	6/9/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-722	1	6/23/03	6	3	"""AMERICAN INSURANCE ASSOCIATION, et al. v. JOHN GARAMENDI, INSURANCE COMMISSIONER, STATE OF CALIFORNIA"""	-16.0	0.0	0.0	0.0	0.0	0.0	6/23/03	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-749	1	12/2/03	12	3	RAYTHEON COMPANY v. JOEL HERNANDEZ	16.0	0.0	0.0	0.0	0.0	0.0	12/2/03	7	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-763	0	11/12/03	11	3	"""JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. PAULINE THOMAS"""	4.0	0.0	0.0	0.0	0.0	0.0	11/12/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-809	0	12/15/03	12	3	MARYLAND v. JOSEPH JERMAINE PRINGLE	0.0	0.0	0.0	0.0	0.0	0.0	12/15/03	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-811	1	2/24/04	2	4	JEFF GROH v. JOSEPH R. RAMIREZ et al.	-29.0	0.0	0.0	0.0	0.0	0.0	2/24/04	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-819	-1	1/14/04	1	4	ANDREW J. KONTRICK v. ROBERT A. RYAN	-8.0	0.0	0.0	0.0	0.0	0.0	1/14/04	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-857	1	4/21/04	4	4	"""HOUSEHOLD CREDIT SERVICES, INC. AND MBNA AMERICA BANK, N. A. v. SHARON R. PFENNIG"""	-1.0	0.0	0.0	0.0	0.0	0.0	4/21/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-891	1	6/7/04	6	4	CENTRAL LABORERS' PENSION FUND v. THOMAS E. HEINZ et al.	-4.0	0.0	0.0	0.0	0.0	0.0	6/7/04	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-954	1	3/30/04	3	4	NATIONAL ARCHIVES AND RECORDS ADMINISTRATION v. ALLAN J. FAVISH et al.	-18.0	0.0	0.0	0.0	0.0	0.0	3/30/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02-964	0	3/2/04	3	4	GEORGE H. BALDWIN v. MICHAEL REESE	18.0	0.0	0.0	0.0	0.0	0.0	3/2/04	8	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-101	0	6/14/04	6	4	"""GALE NORTON, SECRETARY OF THE INTERIOR, et al. v. SOUTHERN UTAH WILDERNESS ALLIANCE et al."""	-3.0	0.0	0.0	0.0	0.0	0.0	6/14/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-10198	-1	6/23/05	6	5	ANTONIO DWAYNE HALBERT v. MICHIGAN	5.0	-1.0	-1.0	-1.0	0.0	-0.09090909090909093	6/23/05	7	2	1	-0.3692946058091287	-1.0	-1.0	0.0	-0.6061026352288488	0.13442805383022777	0.1	0.09083333333333335	0.0	0.03697139303482588
03-1027	-1	6/28/04	6	4	"""DONALD H. RUMSFELD, SECRETARY OF DEFENSE v. JOSE PADILLA AND DONNA R. NEWMAN, AS NEXT FRIEND OF JOSE PADILLA"""	-2.0	0.0	0.0	0.0	0.0	0.0	6/28/04	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-1039	-1	3/22/05	3	5	"""JILL L. BROWN, WARDEN v. WILLIAM CHARLES PAYTON"""	23.0	-1.0	0.0	1.0	0.0	0.0	3/22/05	5	3	1	-0.7777777777777778	0.0	0.6732673267326733	0.0	0.0	-0.02499999999999998	0.0	-0.35	0.0	0.0
03-107	0	4/19/04	4	4	UNITED STATES v. BILLY JO LARA	-9.0	0.0	0.0	0.0	0.0	0.0	4/19/04	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-1116	1	5/16/05	5	5	"""JENNIFER M. GRANHOLM, GOVERNOR OF MICHIGAN, et al. v. ELEANOR HEALD, et al."""	0.0	0.0	0.0	0.0	0.0	0.0	5/16/05	5	4	0	0.0	0.0	0.0	0.0	0.0	0.17751623376623374	0.05017755681818181	0.06664790764790764	0.0	0.20259890572390574
03-1160	0	3/30/05	3	5	"""AZEL P. SMITH, et al. v. CITY OF JACKSON, MISSISSIPPI, et al."""	-3.0	0.5	0.0	0.0	0.0	0.0	3/30/05	5	3	0	0.4645669291338583	-1.0	1.0	0.0	-0.5423728813559322	-0.2635912698412698	-0.07916666666666666	0.15625	0.0	-0.2556547619047619
03-1230	1	6/20/05	6	5	"""AMERICAN TRUCKING ASSOCIATIONS, INC. AND USF HOLLAND, INC. v. MICHIGAN PUBLIC SERVICE COMMISSION et al."""	-35.0	-1.0	-1.0	-1.0	0.0	-0.7142857142857143	6/20/05	9	0	0	-1.0	-1.0	-1.0	0.0	-0.7305194805194806	0.2709033613445378	0.12876984126984128	-0.16111111111111112	0.0	-0.02437229437229438
03-1237	-1	6/13/05	6	5	"""MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al."""	27.0	1.0	1.0	-1.0	0.0	-0.2	6/13/05	9	0	1	1.0	1.0	-0.07692307692307693	0.0	0.1289198606271777	-0.09312169312169312	0.0	0.15	0.0	-0.2253505291005291
03-1238	1	11/8/05	11	5	"""IBP, INC. v. GABRIEL ALVAREZ, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED, et al."""	-61.0	-1.0	-1.0	-1.0	-1.0	-1.0	11/8/05	9	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0.08160714285714286	0.02727272727272727	0.08	0.10217223252937536	0.04070378151260505
03-1293	0	1/11/05	1	5	DAVID WHITFIELD v. UNITED STATES	15.0	0.0	1.0	0.0	0.0	1.0	1/11/05	9	0	0	0.0	1.0	0.0	0.0	1.0	0.0	0.006122448979591839	0.0	0.0	0.06614583333333332
03-1388	-1	6/6/05	6	5	"""DOUGLAS SPECTOR, et al. v. NORWEGIAN CRUISE LINE LTD."""	-5.0	-0.2	0.0	0.0	0.0	0.5	6/6/05	6	3	1	-0.1217391304347826	-0.020408163265306117	0.24352331606217614	0.0	0.4246575342465753	0.11274025974025975	-0.2555208333333333	0.1071380471380471	0.0	-0.43776143790849675
03-1395	-1	3/2/05	3	5	"""GEORGE J. TENET, INDIVIDUALLY, PORTER J. GOSS, DIRECTOR OF CENTRAL INTELLIGENCE AND DIRECTOR OF THE CENTRAL INTELLIGENCE AGENCY, AND UNITED STATES v. JOHN DOE, ET UX."""	35.0	1.0	1.0	1.0	0.0	1.0	3/2/05	9	0	1	1.0	1.0	1.0	0.0	1.0	-0.3871428571428571	-0.10436507936507933	-0.4791666666666667	0.0	0.06992630385487526
03-1407	-1	4/4/05	4	5	"""RICHARD GERALD ROUSEY, ET UX. v. JILL R. JACOWAY"""	9.0	-1.0	0.3333333333333333	1.0	0.0	0.42857142857142855	4/4/05	9	0	1	-0.4134275618374558	0.07042253521126761	1.0	0.0	0.18238993710691825	-0.3421130952380952	0.010000000000000009	-0.23948412698412694	0.0	0.016808914177335224
03-1423	-1	3/22/05	3	5	"""DARIN L. MUEHLER, et al. v. IRIS MENA"""	16.0	1.0	1.0	0.0	0.0	-0.3333333333333333	3/22/05	9	0	1	1.0	1.0	0.7105263157894737	0.0	-0.6842105263157895	-0.24841269841269842	-0.09877692743764172	0.0	0.0	0.4166666666666667
03-1454	0	6/6/05	6	5	"""ALBERTO R. GONZALES, ATTORNEY GENERAL, et al. v. ANGEL MCCLARY RAICH et al."""	-16.0	-1.0	0.0	1.0	0.0	-1.0	6/6/05	6	3	1	-1.0	-1.0	0.06796116504854369	0.0	-1.0	0.10324025974025976	-0.08333333333333336	0.22499999999999998	0.0	0.0035714285714285587
03-1488	0	5/31/05	5	5	"""ULYSSES TORY, et al. v. JOHNNIE L. COCHRAN, JR."""	-7.0	-0.3333333333333333	1.0	-0.2	0.0	0.0	5/31/05	7	2	1	-1.0	0.13513513513513514	0.050925925925925916	0.0	-0.02479338842975207	-0.08859126984126983	-0.044444444444444446	-0.015694444444444434	0.0	0.09722222222222224
03-1500	-1	6/27/05	6	5	"""THOMAS VAN ORDEN v. RICK PERRY, IN HIS OFFICIAL CAPACITY AS GOVERNOR OF TEXAS AND CHAIRMAN, STATE PRESERVATION BOARD, et al."""	9.0	0.0	0.0	0.0	0.0	1.0	6/27/05	5	4	0	0.0	1.0	1.0	0.0	0.6213235294117647	0.0	-0.14285714285714285	-0.18333333333333335	0.0	0.14250000000000002
03-1566	-1	6/23/05	6	5	"""FRANCIS A. ORFF, et al. v. UNITED STATES et al."""	-1.0	0.0	0.0	0.0	0.0	-1.0	6/23/05	9	0	0	-0.2982456140350877	-1.0	0.5238095238095238	0.0	0.68	0.13825187969924813	0.1	-0.004861111111111112	0.0	-0.13605769230769227
03-1601	0	3/22/05	3	5	"""CITY OF RANCHO PALOS VERDES, CALIFORNIA, et al. v. MARK J. ABRAMS"""	47.0	1.0	1.0	1.0	0.0	1.0	3/22/05	9	0	1	1.0	0.3684210526315789	1.0	0.0	0.797752808988764	0.17291666666666666	-0.18125	-0.06666666666666667	0.0	-0.007545518207282911
03-167	-1	6/14/04	6	4	UNITED STATES v. CARLOS DOMINGUEZ BENITEZ	4.0	0.0	0.0	0.0	0.0	0.0	6/14/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-1693	-1	6/27/05	6	5	"""MCCREARY COUNTY, KENTUCKY, et al. v. AMERICAN CIVIL LIBERTIES UNION OF KENTUCKY et al."""	7.0	0.0	0.0	1.0	0.0	0.0	6/27/05	5	4	0	0.0	0.0	1.0	0.0	0.0	0.0	0.146875	0.023333333333333327	0.0	0.0
03-1696	0	3/30/05	3	5	"""EXXON MOBIL CORPORATION, EXXON CHEMICAL ARABIA, INC., AND MOBIL YANBU PETROCHEMICAL COMPANY, INC. v. SAUDI BASIC INDUSTRIES CORPORATION"""	3.0	0.0	0.0	1.0	0.0	0.0	3/30/05	9	0	1	0.7130620985010707	-0.628140703517588	-1.0	0.0	1.0	-0.1815705128205128	-0.04638888888888889	0.07727272727272727	0.0	0.05500000000000001
03-184	-1	3/7/05	3	5	"""CLAUDE M. BALLARD, ET UX. v. COMMISSIONER OF INTERNAL REVENUE"""	-11.0	0.5	-1.0	-1.0	0.0	0.7777777777777778	3/7/05	7	2	1	1.0	-0.5927927927927928	-1.0	0.0	0.5239923224568138	-0.29833333333333334	0.08414272030651342	0.1875	0.0	-0.051547619047619044
03-218	0	6/29/04	6	4	"""JOHN D. ASHCROFT, ATTORNEY GENERAL v. AMERICAN CIVIL LIBERTIES UNION et al."""	1.0	0.0	0.0	0.0	0.0	0.0	6/29/04	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-221	-1	6/21/04	6	4	"""CHERYL K. PLILER, WARDEN v. RICHARD HERMAN FORD"""	1.0	0.0	0.0	0.0	0.0	0.0	6/21/04	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-287	-1	3/7/05	3	5	"""REGINALD A. WILKINSON, DIRECTOR, OHIO DEPARTMENT OF REHABILITATION AND CORRECTION, et al. v. WILLIAM DWIGHT DOTSON, et al."""	12.0	-1.0	1.0	-1.0	0.0	0.0	3/7/05	8	1	0	-1.0	1.0	-1.0	0.0	0.36818181818181817	0.02994541690193869	0.05138888888888887	-0.24242424242424243	0.0	-0.1727542194647458
03-339	1	6/29/04	6	4	JOSE FRANCISCO SOSA v. HUMBERTO ALVAREZ-MACHAIN et al.	3.0	0.0	0.0	0.0	0.0	0.0	6/29/04	6	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-358	-1	6/7/04	6	4	"""DEPARTMENT OF TRANSPORTATION, et al. v. PUBLIC CITIZEN et al."""	2.0	0.0	0.0	0.0	0.0	0.0	6/7/04	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03-388	-1	4/27/05	4	5	"""DENNIS BATES, et al. v. DOW AGROSCIENCES LLC"""	-18.0	-1.0	1.0	-0.5	0.0	0.25	4/27/05	7	2	1	-1.0	1.0	-0.0051813471502590676	0.0	0.8133333333333334	0.09722222222222221	-0.22314814814814815	-0.007999999999999997	0.0	-0.27789994096812276
03-407	0	12/13/04	12	4	"""JOHN F. KOWALSKI, JUDGE, 26TH JUDICIAL CIRCUIT COURT OF MICHIGAN, et al. v. JOHN C. TESMER, et al."""	-3.0	0.0	0.0	1.0	0.0	-1.0	12/13/04	6	3	1	1.0	-0.4897119341563786	0.3548387096774194	0.0	0.4628099173553719	-0.03968253968253968	-0.07833333333333331	-0.028571428571428525	0.0	-0.041173469387755096
03-409	0	12/8/04	12	4	"""KP PERMANENT MAKE-UP, INC. v. LASTING IMPRESSION I, INC., et al."""	13.0	0.0	0.5	0.0	0.0	0.0	12/8/04	9	0	1	-0.18072289156626506	-0.0625	-0.6714285714285714	0.0	-0.1843575418994413	-0.04953703703703703	0.004220779220779222	-0.06680194805194806	0.0	0.46804112554112554
03-475	1	6/24/04	6	4	"""RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al."""	0.0	0.0	0.0	0.0	0.0	0.0	6/24/04	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
